Title,Location,start_salary,max_salary,skills
Creative Video Editor & Content Designer,Remote,3000,3000,"Adobe After Effects, Adobe Audition, Adobe Photoshop, Adobe Premiere Pro, Audio Editing, Canva, Design Thinking, Final Cut Pro, Video Editing"
Sales Consultant,Kolkata,8000,12000,"Fashion Designing, Marketing, Sales"
Architecture,Delhi,8000,8000,AutoCAD
Founders Office,Jaipur,10000,20000,"Canva, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Sales"
Photography,"Delhi, Noida",10000,10000,"Adobe Photoshop, Photography, Video Editing, Video Making"
Sales,Ghaziabad,5000,6000,"Effective Communication, Interpersonal Skills, Lead Generation"
E-commerce Operations,Mumbai,5000,10000,"MSExcel, MSWord"
Accounting & Bookkeeping,Remote,2000,2000,Accounting
Flutter Development,Mumbai,5000,8000,"Flutter, JavaScript, Microsoft Azure, Nodejs, Python, REST API, Vue Js"
Fashion Design,Delhi,2000,2000,"3ds Max, Adobe After Effects, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Blender 3D, CLO3D"
Data Analytics,Remote,4000,4000,"Data Analytics, Data Science, MSExcel, Power BI, Python, SQL, Tableau"
Facebook Marketing,Remote,3000,3000,Facebook Marketing
Instagram Marketing,Remote,3000,3000,Instagram Marketing
Architecture,Hyderabad,8000,8000,"Adobe Illustrator, Adobe Indesign, Adobe Photoshop, AutoCAD, Autodesk Revit, Google SketchUp, MSOffice"
Blogging,Remote,3000,3000,"Blogging, Creative Writing, English Proficiency Spoken, English Proficiency Written"
Data Science,Remote,5000,5000,"Data Analytics, Data Science, Deep Learning, Machine Learning, Python, SQL"
Subject Matter Expert (SME),Remote,4000,4000,"English Proficiency Written, Mathematics, Subject Matter Expert SME"
General Management,Remote,5000,15000,"Canva, Email Marketing, English Proficiency Spoken, English Proficiency Written, Google Suite G Suite, Human Resource Information System HRIS, MSExcel, MSOffice, Operations, Research and Analytics, Sales, Social Media Marketing, Video Editing, WordPress"
Fashion Design,Gurgaon,6000,10000,"Adobe Illustrator, Design Thinking, Fashion Designing, Fashion Styling, Sketching"
Graphic Design,Lucknow,5000,5000,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Video Editing"
JUNIOR DESIGN ENGINEER,Chennai,5000,7000,SolidWorks
Physiotherapy - Subject Matter Expert,Remote,10000,10000,"Biology, English Proficiency Spoken, English Proficiency Written, MSOffice"
Content Writing (Gaming),Remote,4000,4000,"American English, Blogging, English Proficiency Written, WordPress"
Social Media Marketing And Research,"Panchkula, Mohali",5000,15000,"Effective Communication, Marketing, Social Media Marketing"
Ionic Development,Pune,15000,15000,"Angular 70, Ionic, JavaScript"
Human Resources (HR),Gandhinagar,5000,10000,"English Proficiency Spoken, MSOffice"
Inside Sales,Delhi,15000,15000,Effective Communication
Sales (Tele-Calling),Remote,3500,3500,"Effective Communication, Email Marketing, English Proficiency Spoken, Hindi Proficiency Spoken, Sales"
Flutter Development,Pune,10000,10000,"Android, Cloud Firestore, Dart, Firebase, Flutter, iOS, REST API"
Field Sales,Noida,2000,2000,English Proficiency Spoken
Sales Consultant,Delhi,15000,15000,Effective Communication
Sales and Marketing,"Delhi, South",10000,15000,"Canva, CRM, Data Analysis, Digital Marketing, Effective Communication, Google Analytics, Google Suite G Suite, Google Workspace, Marketing, MSExcel, MSPowerPoint, MSWord, Product Management, Product Strategy, Report Writing, Sales"
Accounts,Bangalore,10000,10000,Accounting
Content Development (English),"Delhi, Ghaziabad, Noida",10000,20000,"Creative Writing, English Proficiency Spoken, English Proficiency Written"
DSA Mentor,Chandigarh,25000,25000,"Algorithms, C Programming, Database Management System DBMS, Data Structures, Java"
Inside Sales,Pune,12000,15000,"Client Relationship, Effective Communication, Negotiation, Problemsolving, Prioritization, Time Management"
Event Management,Indore,5000,10000,"English Proficiency Spoken, English Proficiency Written, Event Management, MSExcel, MSOffice, MSPowerPoint, MSWord"
HR Department – Payroll & Full & Final Settlement,Mumbai,12000,12000,MSExcel
React Native Mobile App Developer (iOS And Android App),Remote,10000,10000,"React, ReactJS, React Native"
Motion Graphics,Indore,10000,10000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing"
Social Media Marketing,Lucknow,2000,2000,"Fashion Designing, Instagram Marketing"
Business Development (Sales),Goa Velha,3000,3000,"English Proficiency Spoken, Hindi Proficiency Spoken, Market Analysis"
Business Development (Sales),Pondicherry,5000,5000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, Social Media Marketing"
Product Management,Bangalore,40000,40000,"English Proficiency Spoken, Problem Solving, Product Lifecycle ManagementPLM, Product Management"
Video Editing/Making,Pondicherry,5000,5000,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing, Video Making"
Lead Generation And Academic Counselling,Bangalore,15000,15000,"Effective Communication, Google Suite G Suite, Interpersonal Skills, MSOffice, Problem Solving"
Digital Marketing,Patna,2000,3500,"Creative Writing, Digital Marketing, Facebook Marketing, Instagram Marketing, Social Media Marketing"
Digital Marketing,Pondicherry,5000,5000,"Creative Writing, Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Social Media Marketing"
E-Commerce Marketing,Remote,5000,5000,"Email Marketing, Market Analysis, Market Research, MSExcel, Search Engine Optimization SEO"
Event Management,"Chennai, Bangalore, Mumbai",10000,20000,Event Management
Accounting,Remote,5000,5000,"Accounting, Effective Communication, Financial Modeling, MSExcel"
Content & E-Commerce Management,Gurgaon,5000,5000,"Content Marketing, Creative Writing, Social Media Marketing"
Data Science,Bangalore,3000,8000,"Algorithms, Deep Learning, Machine Learning, Mathematics, Python, Statistics"
Journalism,Patna,7000,7000,"Anchoring, Creative Writing, Video Editing"
Photographer & Photo Editor,Kanpur,10000,15000,"Adobe Photoshop, Adobe Photoshop Lightroom CC, Photography"
Sr. Proofreader,Pune,18000,22000,Proofreading
Videographer & Video Editor,Kanpur,10000,15000,"Adobe After Effects, Adobe Premiere Pro, DaVinci Resolve, Final Cut Pro, Social Media Marketing, Sony Vegas Pro, Video Editing, Video Making"
Transcription Punjabi Language Expert,Remote,15000,30000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Proofreading, Punjabi Proficiency Spoken, Punjabi Proficiency Written, Quality AssuranceQuality Control QAQC, Transcription"
Jewelry Designer,Jaipur,5000,10000,"Adobe Illustrator, Adobe Photoshop, MSOffice"
Data Entry,Pune,6000,6000,"English Proficiency Written, MSExcel, MSOffice"
Video Making (Using AI Tools),Remote,10000,10000,"Artificial Intelligence, Video Editing, Video Making"
Law/Legal,Thane,3000,3000,"English Proficiency Spoken, English Proficiency Written, MSOffice"
Graphic Design,Navi Mumbai,5000,5000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, Canva, CorelDRAW, Creative Writing, English Proficiency Written, Photography, UI, UX Design, Video Editing"
Business Development (Web Services),Remote,5000,5000,"Effective Communication, Marketing, Sales"
Operations Executive,Remote,5000,5000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
Accounts And Purchase,Thane,8000,8000,"Accounting, MSOffice"
Telecalling,"Amritsar, Chandigarh, Jalandhar, Ludhiana, Jammu",15000,15000,"English Proficiency Spoken, Hindi Proficiency Spoken, MSExcel"
Impact Sales,Remote,2000,2000,"Client Interaction, Client Relationship, Effective Communication, MSExcel, Negotiation, Problemsolving, Sales pitch"
Stock Trading And Channel Management,Mumbai,2000,4000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, MSExcel, MSPowerPoint, MSWord, Time Management"
PHP Development,Mohali,5000,10000,PHP
Transcription Odia Language Expert,Remote,20000,35000,"Creative Writing, English Proficiency Spoken, English Proficiency Written, Odia ProficiencySpoken, Odia ProficiencyWritten, Proofreading, Transcription"
Software Testing,Mumbai,10000,10000,Software Testing
Market Research,Mumbai,10000,10000,"English Proficiency Spoken, MSExcel, Research and Analytics"
Teaching Assistant - Human Resource Management,Gurgaon,18000,18000,"HR Analytics, Human Resource Information System HRIS, Teaching"
Product Marketing,"Delhi, Ghaziabad, Noida",5000,5000,"English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Associate Consultant,Bangalore,2000,2000,"Accounting, Financial Modeling, MSExcel, MSOffice, MSPowerPoint, MSWord"
Business Operations,Hyderabad,15000,15000,Operations
Videography,Gurgaon,10000,10000,"Adobe Premiere Pro, Video Editing, Video Making"
Hospitality,Gurgaon,12000,12000,"Effective Communication, English Proficiency Spoken, Interpersonal Skills"
Product Marketing,Nagpur,5000,5000,"Digital Marketing, Effective Communication, English Proficiency Spoken, Social Media Marketing"
Marketing,Ranchi,8000,8000,"Adobe Photoshop, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Trading Analyst,Remote,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, Python, SQL"
Social Media Marketing,Kolkata,6000,8000,"Content Marketing, Instagram Marketing, Social Media Marketing"
Search Engine Optimization (SEO),Lucknow,5000,6000,Search Engine Optimization SEO
Content Development (English),"Indore, Mumbai",8000,8000,"English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Social Media And Graphic Design,"Ahmedabad, Bangalore, Mumbai, Delhi",10000,20000,"Adobe Illustrator, Adobe Photoshop, CorelDRAW"
Content Development (Mathematics),Delhi,10000,20000,"Content Writing, Effective Communication, English Proficiency Spoken, English Proficiency Written, MSOffice"
Manufacturing Engineering,Gurgaon,8000,8000,"MSExcel, MSOffice"
Big Data,Mumbai,15000,15000,"Python, SQL"
Field Sales,Hyderabad,5000,5000,"Hindi Proficiency Spoken, Marketing, Sales, Telugu Proficiency Spoken"
Data Associate,Hyderabad,8000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice"
Teaching Assistant - Business Analytics,Remote,5000,5000,"Data Analysis, English Proficiency Written, MSExcel, Power BI, Python, SQL"
Content Development (Mathematics),Remote,1000,2000,"Creative Writing, English Proficiency Written, Mathematics, MSWord, Problem Solving"
Architecture,Bhowali Range,5000,10000,"Adobe Illustrator, Adobe Photoshop, AutoCAD, Autodesk Revit, Google SketchUp, MSOffice"
Social Media Marketing,"Thane, Navi Mumbai, Mumbai",7500,7500,"Digital Marketing, Instagram Marketing, Social Media Marketing"
HR,"Chennai, Bangalore, Hyderabad",8000,12000,"Effective Communication, Interpersonal Skills, Problem Solving, Time Management"
Media & Public Relations (PR),Indore,3000,3000,"Content Writing, Creative Writing"
Human Resources (HR),"Hyderabad, Mumbai, Vishakhapatnam",8000,12000,"Effective Communication, Problem Solving, Time Management"
WordPress Development,Ahmedabad,8000,12000,"CSS, GitHub, Google Analytics, HTML, JavaScript, MySQL, PHP, Search Engine Optimization SEO, WordPress"
Sales Consultant,Remote,7000,25000,"English Proficiency Spoken, English Proficiency Written"
E-Commerce Catalog Management,Delhi,6000,6000,"Content Writing, MSExcel, Search Engine Optimization SEO"
Unreal Engine (Level Designer),Remote,2500,2500,"Blender 3D, Unreal Engine"
Cybersecurity And Network Security Research,Remote,4000,8000,"Cybersecurity, Network Security, PROTOTYPING, Wireframing"
WordPress Development,"Chennai, Bangalore, Hyderabad, Mumbai, Odisha",10000,12500,WordPress
Executive Assistant,Remote,10000,10000,"Effective Communication, Marketing, MSOffice, MSPowerPoint, Research and Analytics"
Cold Outreach Specialist,Remote,10000,15000,"Client Interaction, Effective Communication, Email Marketing, Marketing, Social Media Marketing"
Automation Software Developer,Remote,10000,15000,"Python, REST API, Selenium, SQLite"
Online Coding/Computer Scince Faculty For School Kids.,Remote,5000,9000,Online Teaching
Online Science (STEM) Faculty,Remote,6000,9000,Online Teaching
Online Geography/EVS Faculty,Remote,6000,9000,Online Teaching
Growth Manager,Noida,10000,20000,"CRM, Data Analysis, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Marketing Programs, Marketing Strategies, Market Research, Problem Solving, Product Management, Search Engine Optimization SEO"
Information Technology,Delhi,10000,10000,"Computer Networking, Java, Python"
LLMs & AI,Remote,10000,20000,"Data Science, Data Structures, Deep Learning, Machine Learning, Natural Language Processing NLP, Neural Networks, Python"
Shorts Script Writer,Remote,10000,12000,"Content Writing, Creative Writing"
Influencer Marketing,Delhi,10000,10000,"Canva, Content Marketing, Digital Marketing, Effective Communication, Negotiation, Problemsolving"
Law/Legal,Kota,5000,10000,"English Proficiency Written, MSOffice"
Digital Marketing,South,12000,12000,"Canva, Email Marketing, Search Engine Optimization SEO, Social Media Marketing"
Human Resources (HR),"Pune, Bangalore, Hyderabad, Vishakhapatnam",8000,12000,"Effective Communication, Interpersonal Skills, Problem Solving, Time Management"
Human Resources,"Bangalore, Hyderabad, Chennai, Pune",8000,12000,"Effective Communication, Interpersonal Skills, Problem Solving, Time Management"
Human Resources (HR),"Chennai, Bangalore, Hyderabad, Pune, Visakhapatnam",8000,12000,"Effective Communication, Interpersonal Skills, Time Management"
Digital Marketing,"Chennai, Hyderabad, Mumbai",8000,12000,"Content Marketing, Search Engine Optimization SEO, Social Media Marketing"
Electrical Engineering,Remote,3000,9000,"AutoCAD, Canva, Circuit Design, Circuit Modeling, Simulation, Engineering Drawing, Video Editing"
Digital Marketing,"Bangalore, Hyderabad, Vishakhapatnam",8000,12000,"Content Marketing, Search Engine Optimization SEO, Social Media Marketing"
English Content Curator (OET),Remote,5000,5000,"Content Writing, English Proficiency Spoken, English Proficiency Written"
Product Marketing,Ahmedabad,5000,6000,"Effective Communication, English Proficiency Written"
Videography,Kolkata,4000,7000,"Photography, Video Editing, Video Making"
Software Sales Manager,Remote,15000,15000,"Sales, Sales pitch"
Sales and Marketing,"Chennai, Hyderabad, Mumbai",8000,12000,"CRM, Digital Marketing, Effective Communication, Negotiation, Problemsolving"
Strategy & Operations,Noida,15000,20000,"Effective Communication, English Proficiency Spoken, MSExcel, MSOffice, Project Management"
